PortName,AlternateName,Country,WaterBody,HarborSize,HarborType,HarborUse,Railway,Latitude,Longitude
Salsbruket, ,Norway,Norwegian Sea; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,64.8,11.866667
Namsos, ,Norway,Norwegian Sea; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Small,64.466667,11.5
Malm, ,Norway,Norwegian Sea; North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,64.066667,11.233333
Steinkjer, ,Norway,Norwegian Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,64.016667,11.5
Djupviken, ,Norway,Norwegian Sea; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,63.783333,11.45
Levanger, ,Norway,Norwegian Sea; North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,63.75,11.3
Langstein, ,Norway,Norwegian Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,63.533333,10.9
Muruvik, ,Norway,Norwegian Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,63.433333,10.85
Hommelvik, ,Norway,Norwegian Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,63.416667,10.8
Trondheim, ,Norway,Norwegian Sea; North Atlantic Ocean,Medium,Coastal (Natural),Unknown,Large,63.433333,10.4
Thamshamm, ,Norway,Norwegian Sea; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,63.316667,9.883333
Kristiansund, ,Norway,Norwegian Sea; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Large,63.116667,7.733333
Sunndalsora, ,Norway,Norwegian Sea; North Atlantic Ocean,Very Small,River (Basins),Unknown,Unknown,62.683333,8.55
Haroysund, ,Norway,Norwegian Sea; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Small,62.9,6.966667
Molde, ,Norway,Norwegian Sea; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Small,62.733333,7.166667
Andalsnes, ,Norway,Norwegian Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,62.566667,7.683333
Moldtustranda, ,Norway,Norwegian Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,62.3,5.65
Orstav, ,Norway,Norwegian Sea; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,62.2,6.133333
Alesund, ,Norway,Norwegian Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Unknown,62.466667,6.166667
Maloy,Maaloy,Norway,Norwegian Sea; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,61.933333,5.116667
Ardalstangen, ,Norway,Norwegian Sea; North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,61.233333,7.716667
Mongstad, ,Norway,North Sea; North Atlantic Ocean,Medium,Open Roadstead,Unknown,Unknown,60.816667,5.033333
Vaksdal, ,Norway,North Sea; North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,60.483333,5.733333
Bergen, ,Norway,North Sea; North Atlantic Ocean,Medium,Coastal (Natural),Unknown,Small,60.4,5.316667
Brattholmen, ,Norway,North Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,60.35,5.166667
Tranneset, ,Norway,North Sea; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,60.416667,5.016667
Strandvik, ,Norway,North Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,60.166667,5.666667
Norheimsund, ,Norway,North Sea; North Atlantic Ocean,Very Small,River (Basins),Unknown,Unknown,60.366667,6.15
Odda, ,Norway,North Sea; North Atlantic Ocean,Very Small,River (Basins),Unknown,Unknown,60.083333,6.55
Meling, ,Norway,North Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,59.783333,5.116667
Mosterhamn, ,Norway,North Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,59.7,5.4
Sagvag, ,Norway,North Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,59.766667,5.383333
Leirvik, ,Norway,North Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,59.783333,5.5
Husnes, ,Norway,North Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,59.866667,5.766667
Haugesund, ,Norway,North Sea; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,59.416667,5.266667
Kopervik, ,Norway,North Sea; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,59.283333,5.316667
Karsto, ,Norway,North Sea; North Atlantic Ocean,Medium,Open Roadstead,Unknown,Unknown,59.266667,5.516667
Espevaer, ,Norway,North Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,59.583333,5.15
Sauda, ,Norway,North Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,59.65,6.35
Sandnes, ,Norway,North Sea; North Atlantic Ocean,Very Small,River (Basins),Unknown,Small,58.85,5.75
Stavanger, ,Norway,North Sea; North Atlantic Ocean,Medium,Coastal (Breakwater),Unknown,Unknown,58.966667,5.75
Tananger, ,Norway,North Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,58.933333,5.583333
Rekefjord, ,Norway,North Sea; North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,58.333333,6.266667
Kirkehamn,Kirkjehamn,Norway,North Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,58.233333,6.533333
Flekkefjorden, ,Norway,North Sea; North Atlantic Ocean,Small,River (Basins),Unknown,Small,58.3,6.666667
Stusvik, ,Norway,North Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,58,7.033333
Mandal, ,Norway,North Sea; North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,58.016667,7.466667
Kristiansand, ,Norway,Skagerrak; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Medium,58.15,8
Arendal, ,Norway,Skagerrak; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Large,58.466667,8.766667
Tvedestrand, ,Norway,Skagerrak; North Atlantic Ocean,Small,River (Basins),Unknown,Unknown,58.616667,8.933333
Risor, ,Norway,Skagerrak; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Medium,58.716667,9.233333
Kragero, ,Norway,Skagerrak; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,58.866667,9.416667
Brevik, ,Norway,Skagerrak; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Small,59.066667,9.7
Porsgrunn, ,Norway,Skagerrak; North Atlantic Ocean,Small,River (Natural),Unknown,Small,59.15,9.666667
Skien, ,Norway,Skagerrak; North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,59.2,9.6
Larvik,Laurvik,Norway,Skagerrak; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Medium,59.05,10.033333
Sandefjorden, ,Norway,Skagerrak; North Atlantic Ocean,Small,River (Basins),Unknown,Medium,59.116667,10.233333
Tonsberg, ,Norway,Skagerrak; North Atlantic Ocean,Very Small,Canal or Lake,Unknown,Large,59.283333,10.416667
Valloy, ,Norway,Skagerrak; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Small,59.266667,10.5
Slagenstangen, ,Norway,Skagerrak; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,59.316667,10.516667
Horten, ,Norway,Skagerrak; North Atlantic Ocean,Medium,Coastal (Natural),Unknown,Medium,59.416667,10.5
Holmestrand, ,Norway,Skagerrak; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Small,59.483333,10.3
Svelvik, ,Norway,Skagerrak; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,59.616667,10.4
Drammen, ,Norway,Skagerrak; North Atlantic Ocean,Medium,Coastal (Breakwater),Unknown,Large,59.733333,10.25
Storsteilene,Storesteilene,Norway,Skagerrak; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,59.816667,10.6
Oslo,Christiana,Norway,Skagerrak; North Atlantic Ocean,Large,Coastal (Natural),Unknown,Large,59.916667,10.75
Fagerstrand, ,Norway,Skagerrak; North Atlantic Ocean,Small,Open Roadstead,Unknown,Unknown,59.733333,10.6
Drobak, ,Norway,Skagerrak; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,59.666667,10.65
Tofte, ,Norway,Skagerrak; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,59.55,10.566667
Kambo, ,Norway,Skagerrak; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Medium,59.466667,10.683333
Moss, ,Norway,Skagerrak; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Large,59.45,10.666667
Fredrikstad, ,Norway,Skagerrak; North Atlantic Ocean,Small,River (Natural),Unknown,Small,59.2,10.95
Halden, ,Norway,Skagerrak; North Atlantic Ocean,Small,River (Natural),Unknown,Small,59.116667,11.383333
Qalhat Lng Terminal, ,Oman,Gulf of Oman; Indian Ocean,Very Small,Open Roadstead,Unknown,Unknown,22.683333,59.4
Mina Qabus,Port Sultan Qaboos,Oman,Gulf of Oman; Indian Ocean,Very Small,Coastal (Breakwater),Cargo,Unknown,23.633333,58.583333
Mina Al Fahl, ,Oman,Gulf of Oman; Indian Ocean,Small,Open Roadstead,Cargo,Unknown,23.633333,58.516667
Port Of Sohar, ,Oman,Gulf of Oman; Indian Ocean,Small,Coastal (Breakwater),Cargo,Unknown,24.516667,56.633333
Mina Raysut,Port Raysut; Salalah,Oman,Arabian Sea; Indian Ocean,Small,Coastal (Breakwater),Cargo,Unknown,16.95111111,54.02916667
Gwadar, ,Pakistan,Arabian Sea; Indian Ocean,Medium,Coastal (Natural),Unknown,Unknown,25.133333,62.3
Muhamamad Bin Qasim,Port Qasim,Pakistan,Arabian Sea; Indian Ocean,Small,Coastal (Natural),Cargo,Unknown,24.766667,67.35
Karachi, ,Pakistan,Arabian Sea; Indian Ocean,Medium,Coastal (Natural),Cargo,Large,24.783333,66.983333
Malakal Harbor, ,Palau,North Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,7.333333,134.45
Chiriqui Grande,Atlantic Terminal,Panama,Caribbean Sea; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Small,8.95,-82.116667
Almirante, ,Panama,Caribbean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,9.3,-82.4
Bocas Del Toro, ,Panama,Caribbean Sea; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,9.333333,-82.233333
Puerto Cristobal, ,Panama,Caribbean Sea; North Atlantic Ocean,Medium,Coastal (Breakwater),Unknown,Medium,9.35,-79.916667
Bahia De Las Minas,La Minas Bay,Panama,Caribbean Sea; North Atlantic Ocean,Small,River (Natural),Unknown,Small,9.4,-79.816667
Charco Azul,Petroterminal De Panama,Panama,North Pacific Ocean,Very Small,Open Roadstead,Unknown,Small,8.216667,-82.866667
Pedregal, ,Panama,North Pacific Ocean,Small,River (Natural),Unknown,Small,8.35,-82.433333
Puerto Armuelles,Armuelles,Panama,North Pacific Ocean,Small,Open Roadstead,Unknown,Medium,8.266667,-82.85
Balboa, ,Panama,Gulf of Panama; North Pacific Ocean,Medium,Canal or Lake,Unknown,Medium,8.95,-79.566667
Kumul, ,Papua New Guinea,Gulf of Papua; Coral Sea; South Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,-8.1,144.566667
Port Moresby, ,Papua New Guinea,Coral Sea; South Pacific Ocean,Small,Open Roadstead,Unknown,Unknown,-9.466667,147.133333
Alotoa,Sanderson Bay,Papua New Guinea,Solomon Sea; South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,-10.316667,150.45
Samarai,Dinner Island,Papua New Guinea,Coral Sea; South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,-10.616667,150.666667
Suloga Harbor, ,Papua New Guinea,Solomon Sea; South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,-9.216667,152.766667
Discovery Bay, ,Papua New Guinea,Solomon Sea; South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,-10.416667,150.416667
Oro Bay, ,Papua New Guinea,Solomon Sea; South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,-8.883333,148.483333
Lae, ,Papua New Guinea,Solomon Sea; South Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,-6.733333,147
Madang, ,Papua New Guinea,Bismarck Sea; South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Medium,-5.216667,145.816667
Vanimo, ,Papua New Guinea,South Pacific Ocean,Small,Coastal (Natural),Unknown,Unknown,-2.683333,141.133333
Longan Island, ,Papua New Guinea,South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,-1.216667,144.3
Lorengau,Rengau,Papua New Guinea,South Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,-2.016667,147.266667
Wewak Harbor, ,Papua New Guinea,Bismarck Sea; South Pacific Ocean,Small,Open Roadstead,Unknown,Unknown,-3.566667,143.633333
Hamburg Harbor, ,Papua New Guinea,South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,-1.633333,149.966667
Rabaul, ,Papua New Guinea,Bismarck Sea; South Pacific Ocean,Small,Coastal (Natural),Unknown,Unknown,-4.2,152.183333
Kokopo, ,Papua New Guinea,Bismarck Sea; South Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,-4.333333,152.266667
Kieta, ,Papua New Guinea,South Pacific Ocean,Small,Coastal (Natural),Unknown,Unknown,-6.216667,155.633333
Queen Carola Harbor, ,Papua New Guinea,Solomon Sea; South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,-5.166667,154.55
Puerto Ilo, ,Peru,South Pacific Ocean,Very Small,Open Roadstead,Unknown,Medium,-17.633333,-71.366667
Bahia De Matarani, ,Peru,South Pacific Ocean,Small,Coastal (Breakwater),Unknown,Small,-17,-72.116667
Bahia San Nicolas,San Nicolas,Peru,South Pacific Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,-15.25,-75.233333
Puerto Del Callao, ,Peru,South Pacific Ocean,Medium,Coastal (Breakwater),Unknown,Unknown,-12.05,-77.15
La Pampilla Oil Terminal, ,Peru,South Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,-11.933333,-77.133333
Chancay,Puerto De Chancay,Peru,South Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,-11.583333,-77.25
Puerto De Huacho, ,Peru,South Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,-11.116667,-77.616667
Puerto Supe,Supe,Peru,South Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,-10.8,-77.75
Punta Lobitos (Bahia De Huarmey),Huarmey,Peru,South Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,-10.1,-78.166667
Puerto De Chimbote,Chimbote,Peru,South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Small,-9.083333,-78.616667
Salaverry, ,Peru,South Pacific Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,-8.233333,-78.983333
Pimental, ,Peru,South Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,-6.833333,-79.933333
Puerto Bayovar,Bayovar,Peru,South Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,-5.833333,-81.05
Paita, ,Peru,South Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,-5.083333,-81.116667
Caleta Lobitos,Puerto Lobitos,Peru,South Pacific Ocean,Very Small,Open Roadstead,Unknown,Small,-4.45,-81.283333
Puerto Cabo Blanco, ,Peru,South Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,-4.25,-81.233333
Basco, ,Philippines,Luzon Strait; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,20.45,121.966667
Claveria, ,Philippines,Luzon Strait; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,18.616667,121.083333
Port San Vicente, ,Philippines,Luzon Strait; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,18.516667,122.133333
Aparri, ,Philippines,Luzon Strait; North Pacific Ocean,Very Small,Open Roadstead,Unknown,Small,18.366667,121.633333
Hondagua, ,Philippines,Philippine inland seas; North Pacific Ocean,Very Small,Open Roadstead,Unknown,Small,13.95,122.233333
Jose Panganiban,Mambulao,Philippines,Philippine inland seas; North Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,14.283333,122.683333
Virac,Cabugao Bay,Philippines,Philippine inland seas; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,13.583333,124.25
Tabaco, ,Philippines,Philippine inland seas; North Pacific Ocean,Very Small,Open Roadstead,Unknown,Small,13.366667,123.733333
Legazpi Port, ,Philippines,Philippine inland seas; North Pacific Ocean,Very Small,Open Roadstead,Unknown,Small,13.15,123.75
Santa Cruz (Marinduque Isl), ,Philippines,Philippine inland seas; North Pacific Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,13.5,122.066667
Batangas City, ,Philippines,Philippine inland seas; North Pacific Ocean,Medium,Open Roadstead,Unknown,Small,13.75,121.05
Nasugbu, ,Philippines,South China Sea; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,14.083333,120.616667
Manila, ,Philippines,South China Sea; North Pacific Ocean,Large,Coastal (Breakwater),Unknown,Medium,14.583333,120.966667
Mariveles, ,Philippines,South China Sea; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,14.433333,120.483333
Subic Bay, ,Philippines,South China Sea; North Pacific Ocean,Medium,Coastal (Natural),Unknown,Unknown,14.8,120.266667
Masinloc, ,Philippines,South China Sea; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,15.55,119.95
San Fernando Harbor, ,Philippines,South China Sea; North Pacific Ocean,Medium,Open Roadstead,Unknown,Small,16.616667,120.316667
Calapan, ,Philippines,Philippine inland seas; North Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,13.416667,121.183333
Port Romblon, ,Philippines,Philippine inland seas; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,12.583333,122.266667
Masbate, ,Philippines,Philippine inland seas; North Pacific Ocean,Small,Coastal (Natural),Unknown,Unknown,12.366667,123.616667
Laoang, ,Philippines,Philippine inland seas; North Pacific Ocean,Very Small,River (Natural),Unknown,Unknown,12.566667,125.016667
Port Borongan, ,Philippines,Philippine inland seas; North Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,11.6,125.433333
Guiuan, ,Philippines,Philippine inland seas; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,11.033333,125.716667
Catbalogan, ,Philippines,Philippine inland seas; North Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,11.766667,124.883333
Tacloban, ,Philippines,Philippine inland seas; North Pacific Ocean,Small,Coastal (Natural),Unknown,Unknown,11.25,125
Maasin, ,Philippines,Bohol Sea; Philippine inland seas; North Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,10.133333,124.833333
Baybay, ,Philippines,Philippine inland seas; North Pacific Ocean,Very Small,Open Roadstead,Unknown,Small,10.683333,124.8
Ormoc, ,Philippines,Philippine inland seas; North Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,11,124.6
Isabel, ,Philippines,Philippine inland seas; North Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,10.916667,124.433333
Palompon, ,Philippines,Philippine inland seas; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,11.05,124.383333
Tagbilaran, ,Philippines,Philippine inland seas; North Pacific Ocean,Small,Open Roadstead,Unknown,Unknown,9.65,123.85
Cebu, ,Philippines,Philippine inland seas; North Pacific Ocean,Large,Coastal (Breakwater),Unknown,Unknown,10.3,123.9
Toledo,Sangi,Philippines,Philippine inland seas; North Pacific Ocean,Small,Open Roadstead,Unknown,Unknown,10.366667,123.633333
San Carlos, ,Philippines,Philippine inland seas; North Pacific Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,10.483333,123.416667
Bais, ,Philippines,Philippine inland seas; North Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,9.6,123.116667
Dumaguete, ,Philippines,Bohol Sea; Philippine inland seas; North Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,9.316667,123.3
Lazi, ,Philippines,Bohol Sea; Philippine inland seas; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,9.133333,123.633333
Pulupandan, ,Philippines,Sulu Sea; North Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,10.516667,122.8
Jordan, ,Philippines,Philippine inland seas; North Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,10.666667,122.583333
Iloilo, ,Philippines,Philippine inland seas; North Pacific Ocean,Very Small,Open Roadstead,Unknown,Medium,10.7,122.583333
Puerto Princesa, ,Philippines,Sulu Sea; North Pacific Ocean,Small,Coastal (Natural),Unknown,Small,9.733333,118.733333
Surigao City,Bilan Bilan; Mindanao Isl.,Philippines,Bohol Sea; Philippine inland seas; North Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,9.783333,125.5
Masao,Tortosa,Philippines,Bohol Sea; Philippine inland seas; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,9,125.416667
Nasipit Port,Masao,Philippines,Bohol Sea; Philippine inland seas; North Pacific Ocean,Very Small,River (Natural),Unknown,Unknown,8.983333,125.333333
Hinatuan, ,Philippines,Bohol Sea; Philippine inland seas; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,8.366667,126.333333
Mangagoy, ,Philippines,Bohol Sea; Philippine inland seas; North Pacific Ocean,Small,Coastal (Natural),Unknown,Unknown,8.233333,126.316667
Mati, ,Philippines,Celebes Sea; North Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,6.95,126.216667
Davao, ,Philippines,Celebes Sea; North Pacific Ocean,Small,Coastal (Natural),Unknown,Unknown,7.066667,125.616667
